0.0,84.0,2.0,52.93,78.0,92000.0,1112.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,18.0,1.0,25.5,58.0,59000.0,1722.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
0.0,108.0,11.0,179.69,73.0,66000.0,1545.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
0.0,132.0,5.0,119.47000000000001,77.0,96000.0,1868.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,96.0,5.0,122.91999999999999,52.0,67000.0,1156.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,36.0,8.0,168.27,55.0,83000.0,973.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
0.0,48.0,16.0,201.33000000000004,69.0,51000.0,1227.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,126.0,13.0,61.720000000000006,38.0,55000.0,897.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,120.0,6.0,110.19999999999999,56.0,63000.0,942.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,72.0,9.0,153.54,38.0,61000.0,1834.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
0.0,258.0,6.0,111.47,84.0,92000.0,1880.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
0.0,114.0,13.0,232.9,83.0,67000.0,1988.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,54.0,12.0,34.28,28.0,71000.0,797.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
0.0,174.0,7.0,127.69,43.0,67000.0,1860.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,30.0,7.0,11.030000000000001,46.0,31000.0,491.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,84.0,9.0,112.62,51.0,54000.0,991.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,48.0,8.0,248.17000000000002,53.0,116000.0,1759.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
0.0,168.0,6.0,138.85999999999999,73.0,70000.0,1910.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
